httpRequest.latency,httpRequest.protocol,httpRequest.referer,httpRequest.remoteIp,httpRequest.requestMethod,httpRequest.requestSize,httpRequest.requestUrl,httpRequest.responseSize,httpRequest.serverIp,httpRequest.status,httpRequest.userAgent,insertId,"'labels.""commit-sha""","'labels.""gcb-build-id""","'labels.""gcb-trigger-id""","'labels.""gcb-trigger-region""",labels.instanceId,"'labels.""managed-by""",logName,receiveLocation,receiveTimestamp,resource.labels.configuration_name,resource.labels.location,resource.labels.project_id,resource.labels.revision_name,resource.labels.service_name,resource.type,severity,spanId,textPayload,timestamp,trace,traceSampled
0.921823235s,HTTP/1.1,https://neuralticker.com/,178.40.242.101,GET,1304,https://neuralticker.com/api/v1/stats/sell,685,216.239.32.21,200,"'Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",69689c04000b97e436a776c8,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Frequests",,"'2026-01-15T07:49:25.041115102Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,INFO,29873b79b0604be7,,"'2026-01-15T07:49:23.836545Z","'projects/neuro-b7a51/traces/381a4aca8f9e246d67e198a4366e5f22",
0.909843380s,HTTP/1.1,https://neuralticker.com/,178.40.242.101,GET,1310,"'https://neuralticker.com/api/v1/stats/strong-buy",394,216.239.32.21,200,"'Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",69689c04000b0ec1d33f4abd,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Frequests",,"'2026-01-15T07:49:25.041115102Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,INFO,025ffc4bc0d34fab,,"'2026-01-15T07:49:23.813330Z","'projects/neuro-b7a51/traces/81e3def99b6ac61c67e198a4366e546f",
0.803748067s,HTTP/1.1,https://neuralticker.com/,178.40.242.101,GET,1307,https://neuralticker.com/api/v1/tickers/count,331,216.239.32.21,200,"'Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",69689c0400082194a540fc14,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Frequests",,"'2026-01-15T07:49:24.708510330Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,INFO,c99f809b4d55ce30,,"'2026-01-15T07:49:23.727600Z","'projects/neuro-b7a51/traces/82188d5ff414cc7667e198a4366e5456",
,,,,,,,,,,,69689c03000ab2dcf0b30830,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstdout",,"'2026-01-15T07:49:23.705889349Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'[32m[Nest] 1  - [39m01/15/2026, 7:49:23 AM [32m    LOG[39m [38;5;3m[HTTP] [39m[32mGET /api/v1/market/status/all 200 232 - Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36 169.254.169.126[39m","'2026-01-15T07:49:23.701148Z",,
1.619192300s,HTTP/1.1,https://neuralticker.com/,178.40.242.101,GET,1392,"'https://neuralticker.com/api/v1/market-data/analyzer?page=1&limit=4&sortBy=market_cap&sortDir=DESC&aiRating=Strong+Buy&aiRating=Buy",41663,216.239.32.21,200,"'Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",69689c050004e6e4ee9cc31d,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Frequests",,"'2026-01-15T07:49:25.371959283Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,INFO,fa81745130470526,,"'2026-01-15T07:49:23.700460Z","'projects/neuro-b7a51/traces/b4426bf01376619c67e198a4366e5e5a",
0.003952385s,HTTP/1.1,https://neuralticker.com/,178.40.242.101,GET,1311,https://neuralticker.com/api/v1/market/status/all,551,216.239.32.21,200,"'Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",69689c03000ab3e49fd440f5,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Frequests",,"'2026-01-15T07:49:23.706216893Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,INFO,54d7d58194c113f8,,"'2026-01-15T07:49:23.696096Z","'projects/neuro-b7a51/traces/99c7dff04f3b49ba67e198a4366e532a",true
,,,,,,,,,,,69689bee0004ef5ea818a7c9,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstdout",,"'2026-01-15T07:49:02.486717127Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'[32m[Nest] 1  - [39m01/15/2026, 7:49:02 AM [32m    LOG[39m [38;5;3m[HTTP] [39m[32mGET /api/v1/portfolio/positions 200 92382 - Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36 169.254.169.126[39m","'2026-01-15T07:49:02.323422Z",,
,,,,,,,,,,,69689bee00024776c1209ee7,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,},"'2026-01-15T07:49:02.149366Z",,
,,,,,,,,,,,69689bee000247729151690a,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"  routine: [32m'parserOpenTable'[39m","'2026-01-15T07:49:02.149362Z",,
,,,,,,,,,,,69689bee0002476e47fc600a,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'  line: [32m'1449'[39m,","'2026-01-15T07:49:02.149358Z",,
,,,,,,,,,,,69689bee0002476bd906c865,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'  file: [32m'parse_relation.c'[39m,","'2026-01-15T07:49:02.149355Z",,
,,,,,,,,,,,69689bee000247673ce3e9c8,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'  constraint: [90mundefined[39m,","'2026-01-15T07:49:02.149351Z",,
,,,,,,,,,,,69689bee0002476439a44101,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'  dataType: [90mundefined[39m,","'2026-01-15T07:49:02.149348Z",,
,,,,,,,,,,,69689bee000247618a00dfc3,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'  column: [90mundefined[39m,","'2026-01-15T07:49:02.149345Z",,
,,,,,,,,,,,69689bee0002475de12cc61f,65d44b0ca9c6a3e6257d7625fa4a4d36dfd664ca,"'efefc9bb-0202-411d-b8e1-2fc394da43a1","'d21c8fa8-8b25-4d00-8afd-48ddd63e8b38",global,005eb6974c4e5dba21c2a1e9aaabd9eaa6d7d730ffc5d93f56ee207bd25c987b9123e338e28ee30bf10eb64a70e77ed41d765828dec87762be3395dbf3863d520a0cf5795629ef0ae91fed3f835c,"'gcp-cloud-build-deploy-cloud-run","'projects/neuro-b7a51/logs/run.googleapis.com%2Fstderr",,"'2026-01-15T07:49:02.486867414Z","'neural-ticker-core","'us-central1","'neuro-b7a51","'neural-ticker-core-00116-qsz","'neural-ticker-core",cloud_run_revision,,,"'  table: [90mundefined[39m,","'2026-01-15T07:49:02.149341Z",,
